Operation,Plate Barcode,Loop,Repeat,Well ID,Row,Column,Sample Type,Time [hhh:mm:ss.sss],Measurement Time,Point X,Point Y,Exc WL[nm],Ems WL Channel 1[nm],Ems WL Channel 2[nm],Window,Window Start[µs],Signal Channel 1,Signal Channel 2,Result Channel 1,Result Channel 2,Result mP,Result HTRFRatio,Result Ratio,Step,Temperature current[°C]
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B13,2,13,Undefined,000:21:08.491,2024-09-16 21:09:45 -07:00,,,485 / 20,535 / 40,,,,1274724,,1274724,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B14,2,14,,000:21:09.192,2024-09-16 21:09:46 -07:00,,,485 / 20,535 / 40,,,,6508616,,6508616,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B15,2,15,,000:21:09.894,2024-09-16 21:09:47 -07:00,,,485 / 20,535 / 40,,,,1277447,,1277447,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B16,2,16,,000:21:10.610,2024-09-16 21:09:48 -07:00,,,485 / 20,535 / 40,,,,1256775,,1256775,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,8,B17,2,17,,000:21:11.313,2024-09-16 21:09:48 -07:00,,,485 / 20,535 / 40,,,,1243101,,1243101,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B01,2,1,Undefined,000:24:00.014,2024-09-16 21:12:37 -07:00,,,485 / 20,535 / 40,,,,1290454,,1290454,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B02,2,2,Undefined,000:24:00.733,2024-09-16 21:12:38 -07:00,,,485 / 20,535 / 40,,,,7511840,,7511840,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B03,2,3,Undefined,000:24:01.435,2024-09-16 21:12:38 -07:00,,,485 / 20,535 / 40,,,,1280694,,1280694,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B04,2,4,Undefined,000:24:02.145,2024-09-16 21:12:39 -07:00,,,485 / 20,535 / 40,,,,8506240,,8506240,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B05,2,5,Undefined,000:24:02.846,2024-09-16 21:12:40 -07:00,,,485 / 20,535 / 40,,,,1263954,,1263954,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B06,2,6,Undefined,000:24:03.551,2024-09-16 21:12:40 -07:00,,,485 / 20,535 / 40,,,,5713656,,5713656,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B07,2,7,Undefined,000:24:04.259,2024-09-16 21:12:41 -07:00,,,485 / 20,535 / 40,,,,1263397,,1263397,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B08,2,8,Undefined,000:24:04.961,2024-09-16 21:12:42 -07:00,,,485 / 20,535 / 40,,,,3242179,,3242179,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B09,2,9,Undefined,000:24:05.675,2024-09-16 21:12:43 -07:00,,,485 / 20,535 / 40,,,,1274589,,1274589,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B10,2,10,Undefined,000:24:06.376,2024-09-16 21:12:43 -07:00,,,485 / 20,535 / 40,,,,8453067,,8453067,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B11,2,11,Undefined,000:24:07.077,2024-09-16 21:12:44 -07:00,,,485 / 20,535 / 40,,,,1293966,,1293966,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B12,2,12,Undefined,000:24:07.784,2024-09-16 21:12:45 -07:00,,,485 / 20,535 / 40,,,,1267333,,1267333,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B13,2,13,Undefined,000:24:08.488,2024-09-16 21:12:45 -07:00,,,485 / 20,535 / 40,,,,1275565,,1275565,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B14,2,14,,000:24:09.201,2024-09-16 21:12:46 -07:00,,,485 / 20,535 / 40,,,,8669183,,8669183,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B15,2,15,,000:24:09.912,2024-09-16 21:12:47 -07:00,,,485 / 20,535 / 40,,,,1281789,,1281789,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B16,2,16,,000:24:10.617,2024-09-16 21:12:48 -07:00,,,485 / 20,535 / 40,,,,1260824,,1260824,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,9,B17,2,17,,000:24:11.332,2024-09-16 21:12:48 -07:00,,,485 / 20,535 / 40,,,,1246676,,1246676,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B01,2,1,Undefined,000:27:00.015,2024-09-16 21:15:37 -07:00,,,485 / 20,535 / 40,,,,1291077,,1291077,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B02,2,2,Undefined,000:27:00.733,2024-09-16 21:15:38 -07:00,,,485 / 20,535 / 40,,,,9330069,,9330069,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B03,2,3,Undefined,000:27:01.433,2024-09-16 21:15:38 -07:00,,,485 / 20,535 / 40,,,,1282754,,1282754,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B04,2,4,Undefined,000:27:02.134,2024-09-16 21:15:39 -07:00,,,485 / 20,535 / 40,,,,10932539,,10932539,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B05,2,5,Undefined,000:27:02.841,2024-09-16 21:15:40 -07:00,,,485 / 20,535 / 40,,,,1266676,,1266676,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B06,2,6,Undefined,000:27:03.552,2024-09-16 21:15:40 -07:00,,,485 / 20,535 / 40,,,,6795594,,6795594,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B07,2,7,Undefined,000:27:04.254,2024-09-16 21:15:41 -07:00,,,485 / 20,535 / 40,,,,1265681,,1265681,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B08,2,8,Undefined,000:27:04.970,2024-09-16 21:15:42 -07:00,,,485 / 20,535 / 40,,,,3668481,,3668481,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B09,2,9,Undefined,000:27:05.673,2024-09-16 21:15:43 -07:00,,,485 / 20,535 / 40,,,,1275699,,1275699,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B10,2,10,Undefined,000:27:06.382,2024-09-16 21:15:43 -07:00,,,485 / 20,535 / 40,,,,10530157,,10530157,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B11,2,11,Undefined,000:27:07.091,2024-09-16 21:15:44 -07:00,,,485 / 20,535 / 40,,,,1296286,,1296286,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B12,2,12,Undefined,000:27:07.794,2024-09-16 21:15:45 -07:00,,,485 / 20,535 / 40,,,,1270055,,1270055,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B13,2,13,Undefined,000:27:08.502,2024-09-16 21:15:45 -07:00,,,485 / 20,535 / 40,,,,1277959,,1277959,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B14,2,14,,000:27:09.211,2024-09-16 21:15:46 -07:00,,,485 / 20,535 / 40,,,,10944702,,10944702,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B15,2,15,,000:27:09.918,2024-09-16 21:15:47 -07:00,,,485 / 20,535 / 40,,,,1285590,,1285590,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B16,2,16,,000:27:10.623,2024-09-16 21:15:48 -07:00,,,485 / 20,535 / 40,,,,1265073,,1265073,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,10,B17,2,17,,000:27:11.334,2024-09-16 21:15:48 -07:00,,,485 / 20,535 / 40,,,,1248012,,1248012,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B01,2,1,Undefined,000:30:00.017,2024-09-16 21:18:37 -07:00,,,485 / 20,535 / 40,,,,1294962,,1294962,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B02,2,2,Undefined,000:30:00.742,2024-09-16 21:18:38 -07:00,,,485 / 20,535 / 40,,,,11129997,,11129997,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B03,2,3,Undefined,000:30:01.454,2024-09-16 21:18:38 -07:00,,,485 / 20,535 / 40,,,,1285812,,1285812,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B04,2,4,Undefined,000:30:02.161,2024-09-16 21:18:39 -07:00,,,485 / 20,535 / 40,,,,13534932,,13534932,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B05,2,5,Undefined,000:30:02.863,2024-09-16 21:18:40 -07:00,,,485 / 20,535 / 40,,,,1265590,,1265590,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B06,2,6,Undefined,000:30:03.572,2024-09-16 21:18:40 -07:00,,,485 / 20,535 / 40,,,,7956809,,7956809,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B07,2,7,Undefined,000:30:04.275,2024-09-16 21:18:41 -07:00,,,485 / 20,535 / 40,,,,1268801,,1268801,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B08,2,8,Undefined,000:30:04.980,2024-09-16 21:18:42 -07:00,,,485 / 20,535 / 40,,,,4078657,,4078657,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B09,2,9,Undefined,000:30:05.684,2024-09-16 21:18:43 -07:00,,,485 / 20,535 / 40,,,,1276692,,1276692,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B10,2,10,Undefined,000:30:06.391,2024-09-16 21:18:43 -07:00,,,485 / 20,535 / 40,,,,12613230,,12613230,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B11,2,11,Undefined,000:30:07.100,2024-09-16 21:18:44 -07:00,,,485 / 20,535 / 40,,,,1298211,,1298211,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B12,2,12,Undefined,000:30:07.802,2024-09-16 21:18:45 -07:00,,,485 / 20,535 / 40,,,,1272427,,1272427,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B13,2,13,Undefined,000:30:08.520,2024-09-16 21:18:45 -07:00,,,485 / 20,535 / 40,,,,1278587,,1278587,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B14,2,14,,000:30:09.221,2024-09-16 21:18:46 -07:00,,,485 / 20,535 / 40,,,,13355741,,13355741,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B15,2,15,,000:30:09.922,2024-09-16 21:18:47 -07:00,,,485 / 20,535 / 40,,,,1290360,,1290360,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B16,2,16,,000:30:10.631,2024-09-16 21:18:48 -07:00,,,485 / 20,535 / 40,,,,1268453,,1268453,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,11,B17,2,17,,000:30:11.341,2024-09-16 21:18:48 -07:00,,,485 / 20,535 / 40,,,,1249497,,1249497,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B01,2,1,Undefined,000:33:00.019,2024-09-16 21:21:37 -07:00,,,485 / 20,535 / 40,,,,1296327,,1296327,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B02,2,2,Undefined,000:33:00.733,2024-09-16 21:21:38 -07:00,,,485 / 20,535 / 40,,,,12945098,,12945098,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B03,2,3,Undefined,000:33:01.443,2024-09-16 21:21:38 -07:00,,,485 / 20,535 / 40,,,,1286602,,1286602,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B04,2,4,Undefined,000:33:02.145,2024-09-16 21:21:39 -07:00,,,485 / 20,535 / 40,,,,16178563,,16178563,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B05,2,5,Undefined,000:33:02.860,2024-09-16 21:21:40 -07:00,,,485 / 20,535 / 40,,,,1268569,,1268569,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B06,2,6,Undefined,000:33:03.561,2024-09-16 21:21:40 -07:00,,,485 / 20,535 / 40,,,,9049716,,9049716,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B07,2,7,Undefined,000:33:04.271,2024-09-16 21:21:41 -07:00,,,485 / 20,535 / 40,,,,1269338,,1269338,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B08,2,8,Undefined,000:33:04.980,2024-09-16 21:21:42 -07:00,,,485 / 20,535 / 40,,,,4461213,,4461213,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B09,2,9,Undefined,000:33:05.689,2024-09-16 21:21:43 -07:00,,,485 / 20,535 / 40,,,,1278633,,1278633,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B10,2,10,Undefined,000:33:06.397,2024-09-16 21:21:43 -07:00,,,485 / 20,535 / 40,,,,14750071,,14750071,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B11,2,11,Undefined,000:33:07.104,2024-09-16 21:21:44 -07:00,,,485 / 20,535 / 40,,,,1299903,,1299903,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B12,2,12,Undefined,000:33:07.807,2024-09-16 21:21:45 -07:00,,,485 / 20,535 / 40,,,,1276552,,1276552,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B13,2,13,Undefined,000:33:08.516,2024-09-16 21:21:45 -07:00,,,485 / 20,535 / 40,,,,1280538,,1280538,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B14,2,14,,000:33:09.218,2024-09-16 21:21:46 -07:00,,,485 / 20,535 / 40,,,,15831053,,15831053,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B15,2,15,,000:33:09.921,2024-09-16 21:21:47 -07:00,,,485 / 20,535 / 40,,,,1293689,,1293689,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B16,2,16,,000:33:10.640,2024-09-16 21:21:48 -07:00,,,485 / 20,535 / 40,,,,1274277,,1274277,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,12,B17,2,17,,000:33:11.341,2024-09-16 21:21:48 -07:00,,,485 / 20,535 / 40,,,,1251567,,1251567,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B01,2,1,Undefined,000:36:00.021,2024-09-16 21:24:37 -07:00,,,485 / 20,535 / 40,,,,1300072,,1300072,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B02,2,2,Undefined,000:36:00.736,2024-09-16 21:24:38 -07:00,,,485 / 20,535 / 40,,,,14763134,,14763134,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B03,2,3,Undefined,000:36:01.449,2024-09-16 21:24:38 -07:00,,,485 / 20,535 / 40,,,,1288306,,1288306,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B04,2,4,Undefined,000:36:02.162,2024-09-16 21:24:39 -07:00,,,485 / 20,535 / 40,,,,18921222,,18921222,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B05,2,5,Undefined,000:36:02.874,2024-09-16 21:24:40 -07:00,,,485 / 20,535 / 40,,,,1269210,,1269210,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B06,2,6,Undefined,000:36:03.583,2024-09-16 21:24:40 -07:00,,,485 / 20,535 / 40,,,,10111806,,10111806,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B07,2,7,Undefined,000:36:04.295,2024-09-16 21:24:41 -07:00,,,485 / 20,535 / 40,,,,1271878,,1271878,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B08,2,8,Undefined,000:36:04.998,2024-09-16 21:24:42 -07:00,,,485 / 20,535 / 40,,,,4821787,,4821787,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B09,2,9,Undefined,000:36:05.701,2024-09-16 21:24:43 -07:00,,,485 / 20,535 / 40,,,,1280295,,1280295,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B10,2,10,Undefined,000:36:06.413,2024-09-16 21:24:43 -07:00,,,485 / 20,535 / 40,,,,16836779,,16836779,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B11,2,11,Undefined,000:36:07.118,2024-09-16 21:24:44 -07:00,,,485 / 20,535 / 40,,,,1301604,,1301604,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B12,2,12,Undefined,000:36:07.823,2024-09-16 21:24:45 -07:00,,,485 / 20,535 / 40,,,,1279332,,1279332,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B13,2,13,Undefined,000:36:08.541,2024-09-16 21:24:45 -07:00,,,485 / 20,535 / 40,,,,1281888,,1281888,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B14,2,14,,000:36:09.251,2024-09-16 21:24:46 -07:00,,,485 / 20,535 / 40,,,,18313756,,18313756,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B15,2,15,,000:36:09.971,2024-09-16 21:24:47 -07:00,,,485 / 20,535 / 40,,,,1297605,,1297605,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B16,2,16,,000:36:10.682,2024-09-16 21:24:48 -07:00,,,485 / 20,535 / 40,,,,1278639,,1278639,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,13,B17,2,17,,000:36:11.386,2024-09-16 21:24:48 -07:00,,,485 / 20,535 / 40,,,,1253274,,1253274,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B01,2,1,Undefined,000:39:00.023,2024-09-16 21:27:37 -07:00,,,485 / 20,535 / 40,,,,1300473,,1300473,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B02,2,2,Undefined,000:39:00.746,2024-09-16 21:27:38 -07:00,,,485 / 20,535 / 40,,,,16452900,,16452900,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B03,2,3,Undefined,000:39:01.452,2024-09-16 21:27:38 -07:00,,,485 / 20,535 / 40,,,,1291243,,1291243,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B04,2,4,Undefined,000:39:02.156,2024-09-16 21:27:39 -07:00,,,485 / 20,535 / 40,,,,22006918,,22006918,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B05,2,5,Undefined,000:39:02.867,2024-09-16 21:27:40 -07:00,,,485 / 20,535 / 40,,,,1269997,,1269997,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B06,2,6,Undefined,000:39:03.573,2024-09-16 21:27:40 -07:00,,,485 / 20,535 / 40,,,,11077093,,11077093,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B07,2,7,Undefined,000:39:04.288,2024-09-16 21:27:41 -07:00,,,485 / 20,535 / 40,,,,1275309,,1275309,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B08,2,8,Undefined,000:39:05.002,2024-09-16 21:27:42 -07:00,,,485 / 20,535 / 40,,,,5150032,,5150032,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B09,2,9,Undefined,000:39:05.709,2024-09-16 21:27:43 -07:00,,,485 / 20,535 / 40,,,,1282936,,1282936,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B10,2,10,Undefined,000:39:06.420,2024-09-16 21:27:43 -07:00,,,485 / 20,535 / 40,,,,18918774,,18918774,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B11,2,11,Undefined,000:39:07.132,2024-09-16 21:27:44 -07:00,,,485 / 20,535 / 40,,,,1302093,,1302093,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B12,2,12,Undefined,000:39:07.839,2024-09-16 21:27:45 -07:00,,,485 / 20,535 / 40,,,,1280689,,1280689,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B13,2,13,Undefined,000:39:08.552,2024-09-16 21:27:45 -07:00,,,485 / 20,535 / 40,,,,1283353,,1283353,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B14,2,14,,000:39:09.255,2024-09-16 21:27:46 -07:00,,,485 / 20,535 / 40,,,,21046453,,21046453,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B15,2,15,,000:39:09.965,2024-09-16 21:27:47 -07:00,,,485 / 20,535 / 40,,,,1301609,,1301609,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B16,2,16,,000:39:10.670,2024-09-16 21:27:48 -07:00,,,485 / 20,535 / 40,,,,1280036,,1280036,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,14,B17,2,17,,000:39:11.381,2024-09-16 21:27:48 -07:00,,,485 / 20,535 / 40,,,,1255983,,1255983,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B01,2,1,Undefined,000:42:00.025,2024-09-16 21:30:37 -07:00,,,485 / 20,535 / 40,,,,1303984,,1303984,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B02,2,2,Undefined,000:42:00.744,2024-09-16 21:30:38 -07:00,,,485 / 20,535 / 40,,,,18133490,,18133490,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B03,2,3,Undefined,000:42:01.446,2024-09-16 21:30:38 -07:00,,,485 / 20,535 / 40,,,,1291305,,1291305,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B04,2,4,Undefined,000:42:02.152,2024-09-16 21:30:39 -07:00,,,485 / 20,535 / 40,,,,25104366,,25104366,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B05,2,5,Undefined,000:42:02.853,2024-09-16 21:30:40 -07:00,,,485 / 20,535 / 40,,,,1272258,,1272258,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B06,2,6,Undefined,000:42:03.558,2024-09-16 21:30:40 -07:00,,,485 / 20,535 / 40,,,,12017150,,12017150,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B07,2,7,Undefined,000:42:04.266,2024-09-16 21:30:41 -07:00,,,485 / 20,535 / 40,,,,1276723,,1276723,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B08,2,8,Undefined,000:42:04.969,2024-09-16 21:30:42 -07:00,,,485 / 20,535 / 40,,,,5455949,,5455949,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B09,2,9,Undefined,000:42:05.680,2024-09-16 21:30:43 -07:00,,,485 / 20,535 / 40,,,,1283132,,1283132,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B10,2,10,Undefined,000:42:06.387,2024-09-16 21:30:43 -07:00,,,485 / 20,535 / 40,,,,21176445,,21176445,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B11,2,11,Undefined,000:42:07.091,2024-09-16 21:30:44 -07:00,,,485 / 20,535 / 40,,,,1304839,,1304839,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B12,2,12,Undefined,000:42:07.801,2024-09-16 21:30:45 -07:00,,,485 / 20,535 / 40,,,,1283336,,1283336,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B13,2,13,Undefined,000:42:08.508,2024-09-16 21:30:45 -07:00,,,485 / 20,535 / 40,,,,1287487,,1287487,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B14,2,14,,000:42:09.212,2024-09-16 21:30:46 -07:00,,,485 / 20,535 / 40,,,,23936811,,23936811,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B15,2,15,,000:42:09.920,2024-09-16 21:30:47 -07:00,,,485 / 20,535 / 40,,,,1303889,,1303889,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B16,2,16,,000:42:10.621,2024-09-16 21:30:48 -07:00,,,485 / 20,535 / 40,,,,1280851,,1280851,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,15,B17,2,17,,000:42:11.328,2024-09-16 21:30:48 -07:00,,,485 / 20,535 / 40,,,,1258491,,1258491,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,16,B01,2,1,Undefined,000:45:00.026,2024-09-16 21:33:37 -07:00,,,485 / 20,535 / 40,,,,1304400,,1304400,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,16,B02,2,2,Undefined,000:45:00.746,2024-09-16 21:33:38 -07:00,,,485 / 20,535 / 40,,,,19877637,,19877637,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,16,B03,2,3,Undefined,000:45:01.449,2024-09-16 21:33:38 -07:00,,,485 / 20,535 / 40,,,,1291546,,1291546,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,16,B04,2,4,Undefined,000:45:02.156,2024-09-16 21:33:39 -07:00,,,485 / 20,535 / 40,,,,28109601,,28109601,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,16,B05,2,5,Undefined,000:45:02.858,2024-09-16 21:33:40 -07:00,,,485 / 20,535 / 40,,,,1271992,,1271992,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,16,B06,2,6,Undefined,000:45:03.570,2024-09-16 21:33:40 -07:00,,,485 / 20,535 / 40,,,,12905437,,12905437,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,16,B07,2,7,Undefined,000:45:04.280,2024-09-16 21:33:41 -07:00,,,485 / 20,535 / 40,,,,1279051,,1279051,,,,,1,
